order_id,customer_id,product,quantity,price,sales
131,971,Watch,5,14089,70445
132,483,Mobile,1,27107,27107
133,550,Mobile,1,14132,14132
134,3756,Watch,4,39328,157312
135,3044,Mobile,3,26169,78507
136,4266,Tablet,10,16427,164270
137,4303,Laptop,8,15772,126176
138,3360,Watch,7,21837,152859
139,3700,Laptop,7,26711,186977
140,4353,Watch,7,34174,239218
141,4244,Laptop,3,7661,22983
142,4108,Watch,4,10649,42596
143,2259,Mobile,3,46743,140229
144,177,Watch,6,1956,11736
145,2903,Watch,7,11165,78155
146,999,Tablet,3,1437,4311
147,1889,Tablet,2,17007,34014
148,2265,Tablet,1,36258,36258
149,4998,Watch,4,4165,16660
150,2238,Laptop,8,29498,235984
151,2770,Mobile,2,21416,42832
152,3844,Mobile,9,29759,267831
153,4131,Tablet,8,36746,293968
154,912,Watch,10,30145,301450
155,4295,Mobile,4,4560,18240
156,680,Tablet,7,19973,139811
157,3824,Watch,7,18370,128590
158,1231,Laptop,3,5208,15624
159,3616,Laptop,3,37797,113391
160,3292,Laptop,5,20231,101155
161,1399,Laptop,9,3899,35091
162,2895,Tablet,6,11193,67158
163,2390,Mobile,5,43901,219505
164,923,Laptop,7,40575,284025
165,3941,Laptop,9,42566,383094
166,1529,Tablet,7,7316,51212
167,1321,Tablet,5,43241,216205
168,143,Watch,1,35433,35433
169,2722,Laptop,3,42097,126291
170,4622,Mobile,9,10282,92538
171,217,Mobile,9,11214,100926
172,4366,Watch,10,26730,267300
173,3858,Laptop,2,11687,23374
174,3146,Mobile,5,46075,230375
175,4278,Watch,1,7558,7558
176,1760,Mobile,8,42987,343896
177,3994,Laptop,9,3530,31770
178,2813,Watch,8,45548,364384
179,3552,Tablet,1,47936,47936
180,4968,Watch,1,48851,48851
181,412,Tablet,7,42066,294462
182,1605,Watch,2,25021,50042
183,1614,Laptop,9,40360,363240
184,4434,Laptop,8,26373,210984
185,3690,Watch,1,48771,48771
186,3583,Watch,8,35768,286144
187,1573,Laptop,5,13873,69365
188,237,Mobile,9,41369,372321
189,3769,Watch,8,17815,142520
190,3004,Laptop,7,33127,231889
191,3006,Tablet,8,1535,12280
192,2668,Tablet,10,27600,276000
193,2320,Mobile,5,35483,177415
194,2542,Watch,3,10916,32748
195,416,Laptop,4,3580,14320
196,3795,Watch,4,31608,126432
197,329,Tablet,10,18784,187840
198,618,Tablet,3,23015,69045
199,1174,Laptop,8,28329,226632
200,2838,Watch,8,16964,135712
201,1758,Tablet,5,33325,166625
202,4502,Laptop,4,9090,36360
203,145,Watch,9,7115,64035
204,408,Mobile,10,19318,193180
205,1996,Tablet,4,24533,98132
206,1811,Laptop,4,25028,100112
207,4302,Tablet,8,32342,258736
208,3530,Laptop,4,6163,24652
209,3261,Tablet,9,9223,83007
210,3735,Laptop,9,28587,257283
211,3248,Tablet,1,48624,48624
212,679,Laptop,3,38392,115176
213,3378,Laptop,1,48729,48729
214,2673,Laptop,3,23053,69159
215,4149,Laptop,8,24059,192472
216,2208,Tablet,9,32432,291888
217,686,Tablet,6,22104,132624
218,1338,Mobile,8,33680,269440
219,1311,Watch,4,13461,53844
220,3904,Watch,6,34643,207858
221,3188,Mobile,8,31486,251888
222,4699,Laptop,10,25588,255880
223,2221,Tablet,2,49689,99378
224,516,Laptop,8,7244,57952
225,1706,Laptop,8,35408,283264
226,4799,Mobile,7,7501,52507
227,4867,Laptop,5,31557,157785
228,3654,Laptop,8,47207,377656
229,2974,Watch,1,23546,23546
230,3368,Watch,3,31484,94452
231,4355,Mobile,6,14020,84120
232,3159,Mobile,2,12157,24314
233,3463,Mobile,4,6905,27620
234,2769,Mobile,1,43566,43566
235,1277,Mobile,4,12287,49148
236,601,Watch,5,24024,120120
237,786,Laptop,2,9156,18312
238,3748,Tablet,9,19713,177417
239,1312,Mobile,6,43694,262164
240,1519,Mobile,7,15706,109942
241,470,Laptop,8,5569,44552
242,2873,Laptop,8,29464,235712
243,2421,Watch,9,41130,370170
244,3499,Laptop,4,2615,10460
245,4802,Watch,8,25735,205880
246,3420,Mobile,8,26062,208496
247,2160,Watch,2,23794,47588
248,2871,Laptop,9,23648,212832
249,1521,Tablet,4,20977,83908
250,4241,Tablet,8,46762,374096
251,2086,Mobile,9,44625,401625
252,2031,Laptop,3,48741,146223
253,1965,Mobile,10,38823,388230
254,4837,Tablet,3,24197,72591
255,4554,Laptop,6,15083,90498
256,3655,Watch,4,45260,181040
257,4598,Laptop,8,3857,30856
258,2395,Laptop,1,31209,31209
259,4999,Mobile,2,13881,27762
260,1431,Tablet,5,23793,118965
261,4275,Tablet,9,28504,256536
262,3430,Mobile,10,17419,174190
263,1435,Tablet,1,42573,42573
264,1628,Watch,5,23811,119055
265,2254,Laptop,5,42311,211555
266,1278,Laptop,10,44713,447130
267,1180,Watch,2,30564,61128
268,2633,Mobile,6,29892,179352
269,118,Tablet,6,43418,260508
270,1678,Tablet,4,1144,4576
271,1291,Watch,3,11753,35259
272,1614,Tablet,8,7320,58560
273,4478,Mobile,9,21206,190854
274,1349,Mobile,7,34351,240457
275,3586,Tablet,10,27007,270070
276,2022,Watch,4,35823,143292
277,4931,Tablet,2,25449,50898
278,1868,Watch,4,6683,26732
279,3690,Watch,9,24485,220365
280,4196,Laptop,9,44923,404307
281,2492,Laptop,4,49209,196836
282,357,Watch,2,40122,80244
283,33,Mobile,7,2525,17675
284,2815,Tablet,4,16918,67672
285,1452,Watch,8,44192,353536
286,435,Laptop,5,36234,181170
287,3716,Tablet,1,3906,3906
288,1292,Laptop,9,6813,61317
289,569,Watch,9,46194,415746
290,4385,Laptop,4,19594,78376
291,3098,Mobile,10,11518,115180
292,4729,Tablet,7,11156,78092
293,1647,Laptop,7,31854,222978
294,1641,Laptop,1,5850,5850
295,4040,Laptop,10,35912,359120
296,4664,Laptop,9,1728,15552
297,1910,Mobile,6,31565,189390
298,1298,Tablet,3,17917,53751
299,3239,Laptop,4,32879,131516
300,2939,Tablet,10,26119,261190
301,3712,Watch,3,18655,55965
302,3456,Mobile,1,14786,14786
303,2224,Laptop,4,40968,163872
304,2666,Tablet,6,3562,21372
305,3502,Mobile,10,11848,118480
306,1697,Tablet,8,22973,183784
307,3187,Watch,6,11118,66708
308,1124,Watch,7,28741,201187
309,3717,Watch,10,812,8120
310,1184,Tablet,10,7818,78180
311,2808,Laptop,8,15592,124736
312,3194,Laptop,10,678,6780
313,3101,Laptop,3,1980,5940
314,4913,Mobile,8,30690,245520
315,1142,Mobile,7,47422,331954
316,1178,Laptop,7,13652,95564
317,1005,Tablet,3,37491,112473
318,4754,Watch,5,18279,91395
319,4513,Watch,7,31623,221361
320,1068,Laptop,10,19521,195210
321,1765,Laptop,1,39918,39918
322,1372,Tablet,7,36369,254583
323,3375,Tablet,9,3708,33372
324,536,Watch,3,1000,3000
325,4818,Laptop,8,3070,24560
326,47,Mobile,4,7150,28600
327,2270,Watch,3,11119,33357
328,2007,Laptop,3,19146,57438
329,1411,Mobile,1,49077,49077
330,3078,Watch,5,12348,61740
331,3553,Watch,5,6030,30150
332,81,Mobile,8,44869,358952
333,1912,Mobile,2,31720,63440
334,4691,Mobile,4,31366,125464
335,4813,Laptop,10,32987,329870
336,3030,Tablet,1,19458,19458
337,1299,Watch,10,38409,384090
338,252,Watch,8,49697,397576
339,4963,Tablet,7,19105,133735
340,120,Watch,8,1626,13008
341,4769,Watch,7,37430,262010
342,324,Tablet,10,10703,107030
343,1379,Tablet,2,44986,89972
344,850,Watch,1,15888,15888
345,2302,Tablet,4,15695,62780
346,4368,Mobile,10,16556,165560
347,2240,Watch,10,24476,244760
348,4813,Watch,1,37336,37336
349,4536,Mobile,8,46908,375264
350,3046,Mobile,5,17583,87915
351,2143,Laptop,1,42954,42954
352,3751,Mobile,5,541,2705
353,2044,Mobile,10,36666,366660
354,930,Tablet,4,15129,60516
355,3433,Mobile,10,8700,87000
356,3720,Watch,8,45462,363696
357,849,Mobile,3,35566,106698
358,976,Watch,7,4749,33243
359,908,Laptop,9,18132,163188
360,367,Mobile,6,43875,263250
361,1938,Mobile,3,9058,27174
362,164,Laptop,6,41197,247182
363,4565,Mobile,4,4970,19880
364,1657,Tablet,2,42696,85392
365,810,Laptop,8,39460,315680
366,3439,Watch,8,28642,229136
367,1521,Mobile,7,12217,85519
368,1785,Watch,6,47679,286074
369,1674,Laptop,6,44375,266250
370,4245,Mobile,5,13140,65700
371,3376,Mobile,6,18572,111432
372,3776,Tablet,3,47385,142155
373,2849,Watch,9,6215,55935
374,1339,Mobile,2,37220,74440
375,3801,Mobile,2,748,1496
376,2291,Watch,4,14985,59940
377,4833,Mobile,6,36143,216858
378,3541,Laptop,1,35192,35192
379,4178,Watch,2,22793,45586
380,3406,Tablet,4,44111,176444
381,1254,Tablet,10,26595,265950
382,3874,Mobile,10,31872,318720
383,4238,Tablet,6,42637,255822
384,3946,Laptop,6,4434,26604
385,684,Watch,10,31966,319660
386,900,Laptop,1,8987,8987
387,4927,Mobile,10,41392,413920
388,3593,Laptop,10,14943,149430
389,675,Watch,4,10607,42428
390,187,Laptop,4,31067,124268
391,3572,Tablet,7,23334,163338
392,3438,Tablet,7,42468,297276
393,4236,Mobile,7,25523,178661
394,1010,Mobile,8,14459,115672
395,3474,Mobile,6,21356,128136
396,2086,Mobile,6,22549,135294
397,878,Watch,2,23495,46990
398,4922,Watch,6,15971,95826
399,3208,Tablet,4,4240,16960
400,426,Mobile,8,2751,22008
401,69,Mobile,2,4211,8422
402,303,Tablet,10,28306,283060
403,4525,Watch,9,16169,145521
404,3872,Watch,1,10606,10606
405,4960,Tablet,1,41083,41083
406,1455,Tablet,1,31515,31515
407,1072,Watch,2,18547,37094
408,2697,Laptop,9,36803,331227
409,1598,Mobile,9,8721,78489
410,4366,Watch,10,10503,105030
411,3463,Mobile,1,44238,44238
412,3010,Mobile,9,39919,359271
413,451,Watch,4,13706,54824
414,525,Tablet,8,33122,264976
415,4117,Watch,5,17743,88715
416,1511,Laptop,2,44846,89692
417,4248,Watch,7,31871,223097
418,2598,Watch,9,17578,158202
419,438,Tablet,2,43887,87774
420,4291,Watch,2,14283,28566
421,3144,Laptop,4,12127,48508
422,107,Watch,4,2112,8448
423,2998,Mobile,4,15402,61608
424,1496,Mobile,1,5585,5585
425,4018,Laptop,7,5263,36841
426,3787,Laptop,4,44822,179288
427,2171,Tablet,7,35661,249627
428,3462,Laptop,3,9179,27537
429,2514,Watch,6,16587,99522
430,767,Mobile,6,41203,247218
431,3921,Tablet,2,37397,74794
432,1345,Watch,2,44034,88068
433,1692,Mobile,9,32620,293580
434,2411,Tablet,1,41376,41376
435,4008,Laptop,4,3605,14420
436,1687,Laptop,2,10096,20192
437,2207,Mobile,9,47820,430380
438,4437,Watch,9,25909,233181
439,2729,Tablet,1,25988,25988
440,4002,Watch,2,3315,6630
441,3881,Tablet,4,17871,71484
442,1181,Mobile,6,21192,127152
443,207,Laptop,1,11472,11472
444,1990,Mobile,6,13386,80316
445,2019,Laptop,2,48870,97740
446,1367,Mobile,7,43628,305396
447,4713,Watch,4,14376,57504
448,3962,Mobile,2,19971,39942
449,2840,Mobile,5,39554,197770
450,3362,Watch,1,11756,11756
451,1159,Tablet,6,49134,294804
452,1077,Tablet,6,23229,139374
453,4652,Laptop,8,25205,201640
454,3534,Mobile,9,48436,435924
455,1292,Tablet,8,24966,199728
456,4229,Tablet,1,22809,22809
457,4055,Tablet,2,27772,55544
458,270,Tablet,9,26632,239688
459,1387,Mobile,8,26670,213360
460,1880,Mobile,10,38158,381580
461,366,Mobile,7,39300,275100
462,176,Watch,8,6557,52456
463,766,Tablet,4,24020,96080
464,4562,Watch,9,25277,227493
465,1030,Laptop,8,34703,277624
466,2255,Mobile,6,47490,284940
467,1624,Mobile,2,14122,28244
468,1905,Laptop,1,43462,43462
469,2344,Laptop,2,9942,19884
470,1884,Tablet,6,13194,79164
471,3129,Mobile,6,22937,137622
472,2473,Watch,6,43595,261570
473,2881,Mobile,7,14167,99169
474,3349,Watch,10,33041,330410
475,3005,Laptop,5,44035,220175
476,2092,Watch,5,45845,229225
477,3043,Laptop,2,17958,35916
478,1291,Mobile,6,17560,105360
479,408,Mobile,6,31065,186390
480,1692,Laptop,9,2144,19296
481,3825,Watch,6,35664,213984
482,1565,Laptop,5,8802,44010
483,1581,Laptop,1,3730,3730
484,4414,Watch,8,35016,280128
485,1611,Laptop,10,5536,55360
486,2462,Laptop,8,27850,222800
487,46,Mobile,7,19307,135149
488,4403,Mobile,5,23451,117255
489,2179,Mobile,8,21620,172960
490,10,Watch,10,23638,236380
491,3866,Mobile,7,39776,278432
492,109,Mobile,8,34634,277072
493,2987,Tablet,5,24497,122485
494,4001,Watch,2,38796,77592
495,2668,Watch,1,40327,40327
496,2226,Laptop,9,19193,172737
497,3658,Watch,7,22365,156555
498,1492,Mobile,1,40724,40724
499,2852,Tablet,2,32809,65618
500,4215,Mobile,10,24914,249140
501,3384,Mobile,10,11883,118830
502,3513,Mobile,2,42094,84188
503,984,Watch,1,18937,18937
504,38,Tablet,10,18993,189930
505,3931,Watch,4,25725,102900
506,1196,Mobile,6,39792,238752
507,2047,Watch,9,24906,224154
508,3868,Laptop,1,4578,4578
509,133,Tablet,7,26115,182805
510,2446,Watch,4,44155,176620
511,4178,Laptop,6,5419,32514
512,564,Watch,7,23869,167083
513,1366,Laptop,8,14540,116320
514,1184,Watch,6,29720,178320
515,2574,Mobile,7,44601,312207
516,4387,Watch,9,23198,208782
517,1002,Tablet,7,37140,259980
518,8,Mobile,1,18670,18670
519,2615,Tablet,9,12838,115542
520,1073,Mobile,9,43392,390528
521,3725,Mobile,10,46209,462090
522,2007,Mobile,8,21920,175360
523,4435,Mobile,3,21806,65418
524,4000,Watch,8,30294,242352
525,625,Tablet,8,10612,84896
526,1794,Mobile,1,10394,10394
527,3080,Mobile,4,40972,163888
528,4623,Watch,1,6590,6590
529,4531,Watch,4,26248,104992
530,2012,Tablet,3,21956,65868
531,2472,Mobile,10,45331,453310
532,695,Tablet,3,49848,149544
533,3961,Tablet,7,14860,104020
534,3101,Watch,8,25388,203104
535,847,Tablet,3,20815,62445
536,4690,Tablet,10,6354,63540
537,619,Mobile,8,46856,374848
538,878,Watch,8,24786,198288
539,1621,Watch,8,35976,287808
540,2314,Laptop,1,1646,1646
541,4390,Mobile,2,23036,46072
542,3748,Laptop,9,10399,93591
543,1471,Watch,8,11481,91848
544,1866,Mobile,7,5580,39060
545,2169,Mobile,6,14396,86376
546,1083,Watch,6,18487,110922
547,2617,Tablet,7,22807,159649
548,1519,Laptop,8,21701,173608
549,1057,Watch,2,38948,77896
550,3598,Watch,8,23751,190008
551,2550,Tablet,5,14928,74640
552,4970,Tablet,4,42101,168404
553,3342,Tablet,6,16321,97926
554,418,Watch,10,44049,440490
555,4020,Laptop,5,47806,239030
556,2196,Laptop,4,14849,59396
557,620,Tablet,8,23026,184208
558,2810,Tablet,3,11997,35991
559,1245,Tablet,1,30492,30492
560,1141,Laptop,10,17013,170130
561,2227,Mobile,8,40034,320272
562,2053,Tablet,3,37371,112113
563,3954,Mobile,3,49610,148830
564,581,Laptop,8,25567,204536
565,429,Laptop,4,48192,192768
566,26,Watch,8,41000,328000
567,479,Mobile,6,3133,18798
568,2053,Mobile,7,38334,268338
569,366,Mobile,9,40410,363690
570,3438,Watch,3,36566,109698
571,4293,Mobile,6,22523,135138
572,2475,Mobile,2,35544,71088
573,2216,Laptop,2,39200,78400
574,885,Laptop,9,20410,183690
575,2816,Tablet,7,20453,143171
576,3064,Mobile,5,26626,133130
577,4372,Watch,2,17781,35562
578,2880,Laptop,8,4963,39704
579,868,Laptop,1,29520,29520
580,2037,Mobile,4,20087,80348
581,1644,Laptop,9,35691,321219
582,1155,Mobile,4,13362,53448
583,3987,Laptop,5,24186,120930
584,981,Mobile,3,41618,124854
585,412,Laptop,8,12164,97312
586,4653,Tablet,6,6125,36750
587,1616,Mobile,1,30812,30812
588,2028,Watch,10,36648,366480
589,4437,Mobile,5,22044,110220
590,2884,Watch,9,10470,94230
591,4148,Laptop,6,29453,176718
592,4700,Watch,2,38048,76096
593,1919,Laptop,2,43237,86474
594,485,Tablet,3,10756,32268
595,3744,Mobile,7,46945,328615
596,2600,Watch,7,2499,17493
597,3451,Mobile,2,30268,60536
598,799,Laptop,2,26389,52778
599,4555,Laptop,7,27521,192647
600,3850,Tablet,6,19659,117954
601,2875,Watch,4,19039,76156
602,3744,Mobile,2,4619,9238
603,3847,Mobile,1,24877,24877
604,1800,Mobile,8,18606,148848
605,2529,Watch,3,32481,97443
606,4833,Tablet,2,31571,63142
607,76,Laptop,9,49598,446382
608,1590,Watch,10,17938,179380
609,1640,Tablet,4,6043,24172
610,271,Tablet,8,17133,137064
611,4682,Tablet,2,36412,72824
612,1518,Laptop,7,28434,199038
613,2750,Laptop,7,39249,274743
614,206,Laptop,10,22851,228510
615,460,Tablet,7,6280,43960
616,68,Mobile,1,12631,12631
617,1923,Mobile,4,21806,87224
618,3906,Watch,9,48422,435798
619,343,Tablet,7,31287,219009
620,3214,Watch,2,6418,12836
621,1333,Laptop,4,33941,135764
622,1454,Mobile,10,6411,64110
623,3243,Laptop,7,47689,333823
624,1431,Laptop,2,963,1926
625,1401,Mobile,7,18826,131782
626,4060,Mobile,10,11530,115300
627,2955,Laptop,3,3694,11082
628,3190,Watch,2,30187,60374
629,2365,Mobile,10,31851,318510
630,4574,Watch,9,47775,429975
631,2854,Watch,5,39116,195580
632,4444,Mobile,8,24368,194944
633,1199,Laptop,6,722,4332
634,4348,Watch,5,2563,12815
635,3399,Watch,10,16549,165490
636,2843,Mobile,2,43620,87240
637,4925,Tablet,7,41118,287826
638,4956,Watch,5,40811,204055
639,4037,Watch,7,48317,338219
640,1575,Laptop,7,3735,26145
641,798,Mobile,7,15836,110852
642,3039,Tablet,10,10959,109590
643,3482,Tablet,3,47350,142050
644,4560,Mobile,6,1764,10584
645,471,Laptop,1,28422,28422
646,3167,Tablet,3,31442,94326
647,4715,Watch,9,34131,307179
648,577,Watch,10,24511,245110
649,3133,Mobile,9,36631,329679
650,3244,Mobile,5,25655,128275
651,2525,Laptop,1,41102,41102
652,667,Mobile,6,10965,65790
653,4370,Laptop,1,4289,4289
654,1083,Watch,6,23265,139590
655,4005,Watch,1,14582,14582
656,4990,Laptop,4,49823,199292
657,2574,Mobile,3,16306,48918
658,1822,Laptop,1,6333,6333
659,2339,Laptop,9,540,4860
660,1418,Tablet,5,5112,25560
661,3701,Laptop,7,30646,214522
662,2804,Mobile,6,4855,29130
663,4580,Laptop,3,20470,61410
664,624,Tablet,7,43606,305242
665,4416,Mobile,3,27781,83343
666,1406,Tablet,10,26926,269260
667,1248,Laptop,3,24467,73401
668,139,Tablet,3,14356,43068
669,21,Tablet,2,3671,7342
670,2620,Laptop,7,7029,49203
671,1734,Tablet,6,22144,132864
672,158,Tablet,3,1915,5745
673,2961,Watch,6,1606,9636
674,2150,Laptop,7,33673,235711
675,828,Watch,10,11284,112840
676,2835,Laptop,3,47115,141345
677,2778,Watch,10,19939,199390
678,1197,Laptop,9,2222,19998
679,4574,Tablet,10,22207,222070
680,540,Watch,4,22647,90588
681,1281,Tablet,3,12879,38637
682,4992,Watch,4,34101,136404
683,2277,Tablet,5,35358,176790
684,606,Laptop,4,20579,82316
685,4135,Watch,7,48409,338863
686,849,Laptop,3,39617,118851
687,2996,Mobile,5,46033,230165
688,2784,Mobile,8,35897,287176
689,1497,Laptop,9,11924,107316
690,368,Laptop,1,23794,23794
691,4601,Watch,3,41859,125577
692,2957,Tablet,3,23353,70059
693,2532,Laptop,5,42079,210395
694,4124,Watch,9,37856,340704
695,1067,Tablet,4,1236,4944
696,1284,Watch,5,39569,197845
697,4335,Tablet,5,43369,216845
698,3040,Tablet,5,25866,129330
699,2542,Laptop,7,32644,228508
700,3372,Laptop,2,36730,73460
701,4389,Mobile,7,22700,158900
702,1220,Laptop,1,23437,23437
703,1381,Watch,7,36975,258825
704,172,Mobile,10,1690,16900
705,633,Watch,9,31967,287703
706,3877,Laptop,7,40502,283514
707,193,Mobile,10,37011,370110
708,1291,Laptop,8,9557,76456
709,1247,Watch,2,18169,36338
710,3921,Laptop,1,22469,22469
711,260,Laptop,8,12259,98072
712,4923,Laptop,1,26140,26140
713,3953,Mobile,10,39614,396140
714,4837,Watch,10,47578,475780
715,3521,Laptop,4,41894,167576
716,1387,Laptop,4,25451,101804
717,1589,Tablet,1,33291,33291
718,4087,Laptop,5,8326,41630
719,4082,Mobile,6,44343,266058
720,3999,Tablet,4,6374,25496
721,495,Tablet,2,40373,80746
722,2378,Laptop,2,33120,66240
723,1081,Mobile,7,3353,23471
724,1504,Watch,3,30064,90192
725,4652,Mobile,2,29231,58462
726,2086,Laptop,5,16258,81290
727,4337,Tablet,2,13925,27850
728,1659,Laptop,7,21688,151816
729,497,Mobile,10,49097,490970
730,4175,Watch,6,39238,235428
731,133,Mobile,3,23661,70983
732,2723,Laptop,1,47667,47667
733,1998,Watch,1,20826,20826
734,2122,Laptop,4,27218,108872
735,1594,Mobile,3,27309,81927
736,3128,Mobile,7,37392,261744
737,4269,Tablet,8,30845,246760
738,4591,Tablet,5,15192,75960
739,1160,Watch,8,10252,82016
740,2771,Laptop,5,14256,71280
741,1503,Watch,4,2162,8648
742,1119,Watch,5,47506,237530
743,1922,Laptop,8,43396,347168
744,4845,Tablet,4,25177,100708
745,4509,Watch,8,39852,318816
746,4058,Mobile,4,21184,84736
747,4551,Watch,6,10112,60672
748,1676,Mobile,1,24793,24793
749,2939,Mobile,7,23371,163597
750,4424,Mobile,2,16632,33264
751,684,Mobile,10,37041,370410
752,2237,Watch,9,47944,431496
753,3495,Mobile,3,3253,9759
754,2807,Mobile,2,32546,65092
755,4725,Mobile,10,27223,272230
756,791,Watch,9,37710,339390
757,2307,Laptop,5,16582,82910
758,1242,Tablet,5,20202,101010
759,1741,Mobile,1,30475,30475
760,808,Tablet,8,18028,144224
761,2917,Watch,10,13348,133480
762,2685,Watch,3,15908,47724
763,2044,Laptop,7,39240,274680
764,456,Laptop,2,39957,79914
765,2209,Laptop,8,39433,315464
766,319,Watch,2,35768,71536
767,4613,Laptop,5,46092,230460
768,942,Laptop,8,49142,393136
769,4746,Laptop,9,8976,80784
770,597,Tablet,2,36473,72946
771,1338,Tablet,1,14783,14783
772,785,Watch,1,39688,39688
773,1077,Mobile,5,30527,152635
774,188,Mobile,4,16690,66760
775,78,Watch,10,809,8090
776,2275,Tablet,1,45293,45293
777,2907,Tablet,9,32477,292293
778,2887,Watch,8,27852,222816
779,4551,Mobile,8,40294,322352
780,3709,Tablet,7,9351,65457
781,3530,Watch,9,16462,148158
782,438,Tablet,4,15540,62160
783,4857,Watch,7,11835,82845
784,2813,Tablet,8,40814,326512
785,2207,Watch,2,39707,79414
786,365,Mobile,6,24609,147654
787,901,Mobile,1,21598,21598
788,108,Watch,1,8414,8414
789,1298,Tablet,6,30980,185880
790,1154,Tablet,2,18640,37280
791,3459,Watch,6,33267,199602
792,3452,Mobile,7,34575,242025
793,2500,Tablet,4,20216,80864
794,4345,Mobile,6,17459,104754
